,Stimulus,Stdev,Subtokens
1629,chirurg,1.4907119849998598,"[['c', '##h', '##ir', '##ur', '##g'], ['ch', '##ir', '##ur', '##g'], ['ch', '##ir', '##urg'], ['chirurg'], ['chirurg'], ['chirurg'], ['chirurg'], ['chirurg'], ['chirurg']]"
1750,coupés,1.4907119849998598,"[['c', '##ou', '##p', '##é', '##s'], ['co', '##up', '##é', '##s'], ['co', '##up', '##é', '##s'], ['coup', '##és'], ['coup', '##és'], ['coupés'], ['coupés'], ['coupés'], ['coupés']]"
1989,desnoods,1.4907119849998598,"[['de', '##s', '##n', '##ood', '##s'], ['des', '##n', '##ood', '##s'], ['des', '##nood', '##s'], ['desnoods'], ['desnoods'], ['desnoods'], ['desnoods'], ['desnoods'], ['desnoods']]"
6314,lawaai,1.4907119849998598,"[['l', '##a', '##w', '##aa', '##i'], ['l', '##aw', '##aa', '##i'], ['la', '##wa', '##ai'], ['lawaai'], ['lawaai'], ['lawaai'], ['lawaai'], ['lawaai'], ['lawaai']]"
7656,oerwoud,1.4907119849998598,"[['o', '##er', '##w', '##ou', '##d'], ['o', '##er', '##w', '##oud'], ['o', '##er', '##w', '##oud'], ['oer', '##woud'], ['oer', '##woud'], ['oerwoud'], ['oerwoud'], ['oerwoud'], ['oerwoud']]"
10778,steunpunt,1.4907119849998598,"[['st', '##e', '##un', '##p', '##un', '##t'], ['steun', '##punt'], ['steun', '##punt'], ['steun', '##punt'], ['steun', '##punt'], ['steunpunt'], ['steunpunt'], ['steunpunt'], ['steunpunt']]"
13402,workshop,1.4907119849998598,"[['wor', '##k', '##s', '##h', '##op'], ['wor', '##ks', '##h', '##op'], ['wor', '##ks', '##hop'], ['workshop'], ['workshop'], ['workshop'], ['workshop'], ['workshop'], ['workshop']]"
1740,cornflakes,1.4740554623801778,"[['cor', '##n', '##f', '##l', '##ak', '##es'], ['cor', '##n', '##fl', '##ake', '##s'], ['cor', '##n', '##fl', '##ake', '##s'], ['cor', '##n', '##fl', '##akes'], ['cor', '##n', '##fl', '##akes'], ['corn', '##flakes'], ['cornflakes'], ['corn', '##fl', '##akes'], ['cor', '##n', '##fl', '##akes']]"
7412,nachtclubs,1.4740554623801778,"[['na', '##cht', '##c', '##l', '##ub', '##s'], ['nacht', '##club', '##s'], ['nacht', '##clubs'], ['nachtclub', '##s'], ['nacht', '##clubs'], ['nachtclubs'], ['nachtclubs'], ['nachtclubs'], ['nachtclub', '##s']]"
8197,picknicks,1.4740554623801778,"[['p', '##ic', '##k', '##n', '##ic', '##k', '##s'], ['p', '##ick', '##n', '##ick', '##s'], ['p', '##ick', '##n', '##ick', '##s'], ['pick', '##nic', '##ks'], ['pick', '##nic', '##ks'], ['pick', '##nic', '##ks'], ['picknic', '##ks'], ['pick', '##nic', '##ks'], ['pick', '##nic', '##ks']]"
10455,splijtstof,1.4740554623801778,"[['sp', '##l', '##ij', '##t', '##st', '##of'], ['sp', '##l', '##ijt', '##stof'], ['sp', '##lij', '##ts', '##to', '##f'], ['spl', '##ijt', '##stof'], ['spl', '##ijt', '##stof'], ['splijt', '##stof'], ['splijtstof'], ['splijt', '##stof'], ['spl', '##ijt', '##stof']]"
